187,0,O=C(CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1)OCC(CCCNC(=O)c1cccc(O)c1O)(CCCNC(=O)c1cccc(O)c1O)CCCNC(=O)c1cccc(O)c1O
188,0,NC1CC=C(CO)OC1OC1C(N)CC(N)C(O)C1OC1OC(CO)C(O)C1O
189,0,COc1cc2c(=O)c3ccccc3oc2c(O)c1OC
190,0,CC(C)=CCCC1=COC2=C(C)C(=O)C(=NNc3ccccc3)c3c(C)ccc1c32
191,0,CCOC(=O)c1cn(C2CC2)c2nc(NCc3cn(Cc4cnc(N)nc4N)nn3)c(F)cc2c1=O
192,0,O=C(Nc1nc(-c2ccc(Br)cc2)cs1)N1CCOCC1
193,0,O=C1CCSC(c2ccc(O)cc2)N1CCCCNc1ccnc2cc(Cl)ccc12
194,0,N#CC(C(=O)c1cc(F)c(Cl)nc1Cl)=P(c1ccccc1)(c1ccccc1)c1ccccc1
195,0,CCCCn1cc(CN(Cc2cn(CCCC)nn2)N2C(=O)c3cccc4c(Br)ccc(c34)C2=O)nn1.Cl.Cl
196,0,O=C(NCCSSCCNC(=O)C(Cc1ccc(Oc2cc(CC(=NO)C(=O)NCCSSCCNC(=O)C(Cc3ccc(O)c(Br)c3)=NO)cc(Br)c2O)c(Br)c1)=NO)C(Cc1ccc(O)c(Br)c1)=NO
197,0,CN1CCCN(C(=O)c2ccccc2SSc2ccccc2C(=O)N2CCCN(C)CC2)CC1
198,0,CCCCCc1ccc(-n2cc(CN(Cc3cn(-c4ccc(CCCCC)cc4)nn3)c3nc4ccccc4s3)nn2)cc1
199,0,CC(C)=NNC(=O)c1nc(C(C)C)cs1
200,0,CC(=O)NCC1CN(c2ccc(C=CC(=O)c3cccc(F)c3)cc2)C(=O)O1
201,0,CCc1cc(Nc2cc3c(ncn3CCCCOC)c(=O)[nH]2)ccc1C
202,0,CCC(C)C(NC(=O)CNC(C)=O)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(CCC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)NC(C)C(=O)NC(CCCCN)C(=O)NCC(=O)NC(C(=O)NCC(=O)NC(CCCCN)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(CCCCN)C(=O)NCC(=O)NC(C)C(=O)NC(C)C(=O)NC(CCC(N)=O)C(N)=O)C(C)C)C(C)C)C(C)O
203,0,CN(CC(=O)O)NC(=O)CC(N)CC(O)CN1CCOCC1
204,0,CCCCCCCCn1c2ccc(C(=O)CCl)cc2c2cc(C(=O)CCl)ccc21
205,0,CCN(CC)Cn1nc(-c2ccccc2)n(-c2ccc(Br)cc2)c1=S
206,0,Br.CC(N)C(=O)NC(C)C(=O)NO
207,0,C=C(COC(=O)CCC(C)C)C1Cc2cc(C(C)=O)ccc2O1
208,0,CC(C)OC(=O)C(C(=O)C(C)(C)C)=P(c1ccccc1)(c1ccccc1)c1ccccc1
209,0,O=c1cc(CO)oc(C2C=C(c3cccc(O)c3)Oc3ccccc32)c1O
210,0,Cc1nn(-c2ccccc2)c(-n2ccnc2)c1-c1cc(-c2ccc(F)cc2)nc(N)c1C#N
211,0,CC(=O)N1N=C(c2nc(C(C)C)cs2)OC1c1ccc([N+](=O)[O-])cc1
212,0,COC1CCCCCCCCCC(C)OC(=O)CCC1=O
213,0,Oc1c2c(nn1-c1ccc(Cl)cc1)CC(c1ccccc1)S2
214,0,CC1=CCC(C(C)(C)O)CC1
215,0,Nc1nc(-c2ccc(Nc3cc(=O)oc4ccccc34)cc2)cc(-c2ccccc2Br)n1
216,0,COc1ccc(NN2C(N)=C(C#N)C(c3cc4ccccc4nc3Cl)C3=C2CC(C)(C)CC3=O)cc1
217,0,CN1Cc2csc3c(C(=O)O)c(=O)c4cc(F)c(N5CCC(N)C5)c1c4n23
218,0,CC(C)=CC(=O)C(O)C(C)=CCCC(C)=CCCC1(C)CCc2cc(O)cc(C)c2O1
219,0,O=C(NNC(=S)Nc1ccccc1Br)c1cc2ccccc2[nH]1
220,0,CCC(C(=O)NCCOCCOCCOC)C1CCC(C)C(C(C)C(O)C(C)C(=O)C(CC)C2OC3(C=CC(O)C4(CCC(C)(C5CCC(O)(CC)C(C)O5)O4)O3)C(C)CC2C)O1
221,0,CCC(C)C(NC(=O)C(N)CCCCN)C(=O)NC(CO)C(=O)NC(CCCCN)C(=O)NC(CCCNC(=N)N)C(=O)NC(C(=O)NC(CC(C)C)C(=O)NC(C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)O)C(C)O)C(C)CC
222,0,COc1ccc(N2N=C(c3ccc(F)cc3)CC2c2c(C)nn(-c3ccccc3)c2Oc2cccc(F)c2)cc1
223,0,CC(C)Oc1ccc(F)c(C(N)=O)c1F
224,0,CC(=O)NCC1=Cc2cc(Br)ccc2OC1(O)C(F)(F)F
225,0,CCCCC(=O)NS(=O)(=O)c1ccccc1
226,0,COc1cc(C=CC(=O)NCCc2ccc(O)cc2)ccc1O
227,0,O=c1oc2ccccc2cc1C1=CSC2=NC3=C(CSc4ccccc43)C(c3cccc([N+](=O)[O-])c3)N12
228,3,Cc1cccc(C2CC(c3ccccc3)=NN2c2ccc(S(N)(=O)=O)cc2)c1
229,3,COc1ccccc1CCn1nnc2c1CCN(c1ccccc1)C2
230,3,Nc1nc2c(ncn2CCOC(COCc2ccccc2)CP(=O)(O)O)c(=O)[nH]1
231,3,Clc1c2ncccc2cc2nc(CBr)c(CBr)nc12
232,3,CN1C=C(N=Nc2ccc(Br)c(C(F)(F)F)c2)CCC1
233,3,CC(C)(C)c1ccc(-n2cc(-c3cn(C4CC(O)C(CO)O4)c(=O)[nH]c3=O)nn2)cc1
234,3,[O-][n+]1n[nH]c2c(Cl)c3ncccc3cc21
235,3,COC(=O)C1NC(=O)C2NC(=O)C(NC(=O)C3NC(=O)C4NC(=O)C(NC(=O)C(n5cc(COC6OC(CO)C(O)C(O)C6NC(C)=O)nn5)c5ccc(O)c(c5)Oc5cc4cc(O)c5C)C(O)c4ccc(cc4)Oc4cc3cc(c4O)Oc3ccc(cc3)C2O)c2ccc(O)c(c2)-c2c(O)cc(O)cc21
236,3,CCOC(=O)C1(Cc2ccc(F)cc2)CN(c2ccccc2)Cc2nnn(Cc3cccc(F)c3)c21
237,3,N#CCn1nnc2cc3cccnc3c(Cl)c21
238,3,COc1ccc(-c2nc3cc(C(C)=O)ccc3[nH]2)c(OC)c1OC
239,3,Fc1ccc(F)c(N=NNc2cccc(C(F)(F)F)c2)c1
240,3,Cc1ccc(N=NC=C2CCCN2C)cc1
241,3,CC(=O)c1ccc2c(c1)nc(-c1ccc(Cl)cc1)n2C1CCCCC1
242,3,CN1CCCC1=CN=Nc1ccc(Br)c(C(F)(F)F)c1
243,3,Nc1ccn(CC=CCCP(=O)(O)O)c(=O)n1
244,3,Nc1ccn(C2CC(CO)C(O)C2O)c(=O)n1
245,3,CC(NP(=O)(OCC(COP(=O)(NC(C)C(=O)OCc1ccccc1)Oc1cccc2ccccc12)SCn1cnc2c(=O)[nH]c(N=CN(C)C)nc21)Oc1cccc2ccccc12)C(=O)OCc1ccccc1
246,3,CC(=NNC(N)=S)c1ccc2[nH]c(-c3ccoc3)nc2c1
247,3,Nc1ccn(CC2COP(=O)(O)CO2)c(=O)n1
248,3,Nc1nc(CC(O)c2ccccc2C(F)(F)F)c(Br)c(=O)[nH]1
249,3,Nc1nc(F)c2ncn(C=C3CC3(CO)CO)c2n1
